Year,Year05,Cluster,Mgmt,Property,Indicator,Attribute,Value
2009,4,7,B,KF7B,Soil status,BulkDensity,0.655
2009,4,7,C,KF7C,Soil status,pH,6.533333333
2009,4,7,C,KF7C,Soil status,OlsenP,64.16666667
2009,4,7,C,KF7C,Soil status,AMN,64.83333333
2009,4,7,C,KF7C,Soil status,Carbon,5.926666667
2009,4,7,C,KF7C,Soil status,Nitrogen,0.5
2009,4,7,C,KF7C,Soil status,BulkDensity,0.76
2009,4,8,A,KF8A,Soil status,pH,6.266666667
2009,4,8,A,KF8A,Soil status,OlsenP,71.5
2009,4,8,A,KF8A,Soil status,AMN,58
2009,4,8,A,KF8A,Soil status,Carbon,5.063333333
2009,4,8,A,KF8A,Soil status,Nitrogen,0.421666667
2009,4,8,A,KF8A,Soil status,BulkDensity,0.818333333
2009,4,8,B,KF8B,Soil status,pH,6.7
2009,4,8,B,KF8B,Soil status,OlsenP,69.5
2009,4,8,B,KF8B,Soil status,AMN,64.83333333
2009,4,8,B,KF8B,Soil status,Carbon,5.791666667
2009,4,8,B,KF8B,Soil status,Nitrogen,0.473333333
2009,4,8,B,KF8B,Soil status,BulkDensity,0.736666667
2009,4,8,C,KF8C,Soil status,pH,6.65
2009,4,8,C,KF8C,Soil status,OlsenP,91.33333333
2009,4,8,C,KF8C,Soil status,AMN,72.5
2009,4,8,C,KF8C,Soil status,Carbon,5.778333333
2009,4,8,C,KF8C,Soil status,Nitrogen,0.476666667
2009,4,8,C,KF8C,Soil status,BulkDensity,0.766666667
2009,4,9,A,KF9A,Soil status,pH,6.8
2009,4,9,A,KF9A,Soil status,OlsenP,79
2009,4,9,A,KF9A,Soil status,AMN,51.66666667
2009,4,9,A,KF9A,Soil status,Carbon,4.371666667
2009,4,9,A,KF9A,Soil status,Nitrogen,0.378333333
2009,4,9,A,KF9A,Soil status,BulkDensity,0.815
2009,4,9,B,KF9B,Soil status,pH,6.683333333
2009,4,9,B,KF9B,Soil status,OlsenP,54.5
2009,4,9,B,KF9B,Soil status,AMN,85.83333333
2009,4,9,B,KF9B,Soil status,Carbon,5.981666667
2009,4,9,B,KF9B,Soil status,Nitrogen,0.52
2009,4,9,B,KF9B,Soil status,BulkDensity,0.715
2009,4,9,C,KF9C,Soil status,pH,6.683333333
2009,4,9,C,KF9C,Soil status,OlsenP,58.83333333
2009,4,9,C,KF9C,Soil status,AMN,61.33333333
2009,4,9,C,KF9C,Soil status,Carbon,4.926666667
2009,4,9,C,KF9C,Soil status,Nitrogen,0.393333333
2009,4,9,C,KF9C,Soil status,BulkDensity,0.786666667
2009,4,10,A,KF10A,Soil status,pH,6.65
2009,4,10,A,KF10A,Soil status,OlsenP,39.83333333
2009,4,10,A,KF10A,Soil status,AMN,54.33333333
2009,4,10,A,KF10A,Soil status,Carbon,3.978333333
2009,4,10,A,KF10A,Soil status,Nitrogen,0.348333333
2009,4,10,A,KF10A,Soil status,BulkDensity,0.85
2009,4,10,B,KF10B,Soil status,pH,6.633333333
2009,4,10,B,KF10B,Soil status,OlsenP,33.5
2009,4,10,B,KF10B,Soil status,AMN,69.83333333
2009,4,10,B,KF10B,Soil status,Carbon,5.255
2009,4,10,B,KF10B,Soil status,Nitrogen,0.453333333
2009,4,10,B,KF10B,Soil status,BulkDensity,0.775
2009,4,10,C,KF10C,Soil status,pH,6.533333333
2009,4,10,C,KF10C,Soil status,OlsenP,61.66666667
2009,4,10,C,KF10C,Soil status,AMN,51.16666667
2009,4,10,C,KF10C,Soil status,Carbon,4.778333333
2009,4,10,C,KF10C,Soil status,Nitrogen,0.418333333
2009,4,10,C,KF10C,Soil status,BulkDensity,0.778333333
2009,4,11,A,KF11A,Soil status,pH,6.733333333
2009,4,11,A,KF11A,Soil status,OlsenP,62.83333333
2009,4,11,A,KF11A,Soil status,AMN,57.5
2009,4,11,A,KF11A,Soil status,Carbon,3.486666667
2009,4,11,A,KF11A,Soil status,Nitrogen,0.283333333
2009,4,11,A,KF11A,Soil status,BulkDensity,0.895
2009,4,11,B,KF11B,Soil status,pH,6.816666667
2009,4,11,B,KF11B,Soil status,OlsenP,74.33333333
2009,4,11,B,KF11B,Soil status,AMN,88.83333333
2009,4,11,B,KF11B,Soil status,Carbon,4.736666667
2009,4,11,B,KF11B,Soil status,Nitrogen,0.393333333
2009,4,11,B,KF11B,Soil status,BulkDensity,0.771666667
2009,4,11,C,KF11C,Soil status,pH,6.483333333
2009,4,11,C,KF11C,Soil status,OlsenP,59.33333333
2009,4,11,C,KF11C,Soil status,AMN,83.83333333
2009,4,11,C,KF11C,Soil status,Carbon,3.565
2009,4,11,C,KF11C,Soil status,Nitrogen,0.3
2009,4,11,C,KF11C,Soil status,BulkDensity,0.878333333
2005,0,10,A,KF10A,Ecosystem composition,intro_all,35.9679592
2005,0,10,B,KF10B,Ecosystem composition,intro_all,9.26258199
2005,0,10,C,KF10C,Ecosystem composition,intro_all,33.4177806
2005,0,11,A,KF11A,Ecosystem composition,intro_all,43.84289138
2005,0,11,B,KF11B,Ecosystem composition,intro_all,9.07918773
2005,0,11,C,KF11C,Ecosystem composition,intro_all,14.16284901
2005,0,2,A,KF2A,Ecosystem composition,intro_all,16.1873167
2005,0,2,B,KF2B,Ecosystem composition,intro_all,13.1782077
2005,0,2,C,KF2C,Ecosystem composition,intro_all,20.33835855
2005,0,3,A,KF3A,Ecosystem composition,intro_all,14.2272174
2005,0,3,B,KF3B,Ecosystem composition,intro_all,17.27746643
2005,0,3,C,KF3C,Ecosystem composition,intro_all,33.28934198
2005,0,4,A,KF4A,Ecosystem composition,intro_all,27.23281622
2005,0,4,B,KF4B,Ecosystem composition,intro_all,21.9115879
2005,0,4,C,KF4C,Ecosystem composition,intro_all,16.1887329
2005,0,5,A,KF5A,Ecosystem composition,intro_all,22.33553477
2005,0,5,B,KF5B,Ecosystem composition,intro_all,10.9733314
2005,0,5,C,KF5C,Ecosystem composition,intro_all,24.37592614
2005,0,6,A,KF6A,Ecosystem composition,intro_all,26.8857746
2005,0,6,B,KF6B,Ecosystem composition,intro_all,17.8889641
2005,0,6,C,KF6C,Ecosystem composition,intro_all,6.97068713
2005,0,7,A,KF7A,Ecosystem composition,intro_all,31.7086193
2005,0,7,B,KF7B,Ecosystem composition,intro_all,41.9571978
2005,0,7,C,KF7C,Ecosystem composition,intro_all,15.54966388
2005,0,8,A,KF8A,Ecosystem composition,intro_all,32.19052578
2005,0,8,B,KF8B,Ecosystem composition,intro_all,13.33958386
2005,0,8,C,KF8C,Ecosystem composition,intro_all,10.88227356
2005,0,9,A,KF9A,Ecosystem composition,intro_all,22.37255109
2005,0,9,B,KF9B,Ecosystem composition,intro_all,7.7846416
2005,0,9,C,KF9C,Ecosystem composition,intro_all,20.5986037
2007,2,10,A,KF10A,Ecosystem composition,intro_all,19.6442505
2007,2,10,B,KF10B,Ecosystem composition,intro_all,47.4836024
2007,2,10,C,KF10C,Ecosystem composition,intro_all,17.78713139
2007,2,11,A,KF11A,Ecosystem composition,intro_all,8.464728
2007,2,11,B,KF11B,Ecosystem composition,intro_all,58.85390657
2007,2,11,C,KF11C,Ecosystem composition,intro_all,16.43697166
2007,2,2,A,KF2A,Ecosystem composition,intro_all,27.40962111
2007,2,2,B,KF2B,Ecosystem composition,intro_all,7.4470757
2007,2,2,C,KF2C,Ecosystem composition,intro_all,7.08473554
2007,2,3,A,KF3A,Ecosystem composition,intro_all,24.64712489
2007,2,3,B,KF3B,Ecosystem composition,intro_all,8.48053129
2007,2,3,C,KF3C,Ecosystem composition,intro_all,14.07630372
2007,2,4,A,KF4A,Ecosystem composition,intro_all,14.9356248
2007,2,4,B,KF4B,Ecosystem composition,intro_all,21.25930748
2007,2,4,C,KF4C,Ecosystem composition,intro_all,9.5097988
2007,2,5,A,KF5A,Ecosystem composition,intro_all,21.368052
2007,2,5,B,KF5B,Ecosystem composition,intro_all,29.0221743
2007,2,5,C,KF5C,Ecosystem composition,intro_all,17.91959889
2007,2,6,A,KF6A,Ecosystem composition,intro_all,6.94619702
2007,2,6,B,KF6B,Ecosystem composition,intro_all,23.5730278
2007,2,6,C,KF6C,Ecosystem composition,intro_all,11.05678371
2007,2,7,A,KF7A,Ecosystem composition,intro_all,17.2482825
2007,2,7,B,KF7B,Ecosystem composition,intro_all,17.54408064
2007,2,7,C,KF7C,Ecosystem composition,intro_all,14.8520147
2007,2,8,A,KF8A,Ecosystem composition,intro_all,29.17998
2007,2,8,B,KF8B,Ecosystem composition,intro_all,22.34367819
2007,2,8,C,KF8C,Ecosystem composition,intro_all,10.4686069
2007,2,9,A,KF9A,Ecosystem composition,intro_all,17.98761951
2007,2,9,B,KF9B,Ecosystem composition,intro_all,33.96414118
2007,2,9,C,KF9C,Ecosystem composition,intro_all,10.25411387
2010,5,10,A,KF10A,Ecosystem composition,intro_all,35.7150391
2010,5,10,B,KF10B,Ecosystem composition,intro_all,22.1292277
2010,5,10,C,KF10C,Ecosystem composition,intro_all,37.2310265
2010,5,11,A,KF11A,Ecosystem composition,intro_all,25.78642795
2010,5,11,B,KF11B,Ecosystem composition,intro_all,9.9945696
2010,5,11,C,KF11C,Ecosystem composition,intro_all,7.94499365
2010,5,2,A,KF2A,Ecosystem composition,intro_all,24.49175298
2010,5,2,B,KF2B,Ecosystem composition,intro_all,17.10791011
2010,5,2,C,KF2C,Ecosystem composition,intro_all,7.4098967
2010,5,3,A,KF3A,Ecosystem composition,intro_all,44.7157529
2010,5,3,B,KF3B,Ecosystem composition,intro_all,15.22749442
2010,5,3,C,KF3C,Ecosystem composition,intro_all,26.62916659
2010,5,4,A,KF4A,Ecosystem composition,intro_all,59.0252342
2010,5,4,B,KF4B,Ecosystem composition,intro_all,20.3405862
2010,5,4,C,KF4C,Ecosystem composition,intro_all,16.8900982
2010,5,5,A,KF5A,Ecosystem composition,intro_all,36.4023951
2010,5,5,B,KF5B,Ecosystem composition,intro_all,27.4142134
2010,5,5,C,KF5C,Ecosystem composition,intro_all,8.89237768
2010,5,6,A,KF6A,Ecosystem composition,intro_all,16.66325171
2010,5,6,B,KF6B,Ecosystem composition,intro_all,11.88599411
2010,5,6,C,KF6C,Ecosystem composition,intro_all,11.85986429
2010,5,7,A,KF7A,Ecosystem composition,intro_all,29.50856123
2010,5,7,B,KF7B,Ecosystem composition,intro_all,26.59801463
2010,5,7,C,KF7C,Ecosystem composition,intro_all,14.0735789
2010,5,8,A,KF8A,Ecosystem composition,intro_all,42.0625015
2010,5,8,B,KF8B,Ecosystem composition,intro_all,14.2331045
2010,5,8,C,KF8C,Ecosystem composition,intro_all,14.4751855
2010,5,9,A,KF9A,Ecosystem composition,intro_all,29.64371119
2010,5,9,B,KF9B,Ecosystem composition,intro_all,12.951177
2010,5,9,C,KF9C,Ecosystem composition,intro_all,10.7180801
2005,0,10,A,KF10A,Ecosystem composition,intro_insectivore,18.4312685
2005,0,10,B,KF10B,Ecosystem composition,intro_insectivore,6.67983
2005,0,10,C,KF10C,Ecosystem composition,intro_insectivore,13.5309726
2005,0,11,A,KF11A,Ecosystem composition,intro_insectivore,23.3963017
2005,0,11,B,KF11B,Ecosystem composition,intro_insectivore,5.2973055
2005,0,11,C,KF11C,Ecosystem composition,intro_insectivore,8.2019774
2005,0,2,A,KF2A,Ecosystem composition,intro_insectivore,12.959764
2005,0,2,B,KF2B,Ecosystem composition,intro_insectivore,4.0931186
2005,0,2,C,KF2C,Ecosystem composition,intro_insectivore,8.2393519
2005,0,3,A,KF3A,Ecosystem composition,intro_insectivore,5.6596239
2005,0,3,B,KF3B,Ecosystem composition,intro_insectivore,5.8096028
2005,0,3,C,KF3C,Ecosystem composition,intro_insectivore,12.7263074
2005,0,4,A,KF4A,Ecosystem composition,intro_insectivore,18.7996596
2005,0,4,B,KF4B,Ecosystem composition,intro_insectivore,15.475805
2005,0,4,C,KF4C,Ecosystem composition,intro_insectivore,10.2696875
2005,0,5,A,KF5A,Ecosystem composition,intro_insectivore,15.7844125
2005,0,5,B,KF5B,Ecosystem composition,intro_insectivore,6.59088
2005,0,5,C,KF5C,Ecosystem composition,intro_insectivore,9.6027596
2005,0,6,A,KF6A,Ecosystem composition,intro_insectivore,22.178969
2005,0,6,B,KF6B,Ecosystem composition,intro_insectivore,11.9545886
2005,0,6,C,KF6C,Ecosystem composition,intro_insectivore,4.34352923
2005,0,7,A,KF7A,Ecosystem composition,intro_insectivore,22.2579545
2005,0,7,B,KF7B,Ecosystem composition,intro_insectivore,23.376458
2005,0,7,C,KF7C,Ecosystem composition,intro_insectivore,9.5020167
2005,0,8,A,KF8A,Ecosystem composition,intro_insectivore,26.8322808
2005,0,8,B,KF8B,Ecosystem composition,intro_insectivore,6.9134542
2005,0,8,C,KF8C,Ecosystem composition,intro_insectivore,7.71226
2005,0,9,A,KF9A,Ecosystem composition,intro_insectivore,15.54923149
2005,0,9,B,KF9B,Ecosystem composition,intro_insectivore,3.5880121
2005,0,9,C,KF9C,Ecosystem composition,intro_insectivore,8.5459749
2007,2,10,A,KF10A,Ecosystem composition,intro_insectivore,16.5383129
2007,2,10,B,KF10B,Ecosystem composition,intro_insectivore,19.9893628
2007,2,10,C,KF10C,Ecosystem composition,intro_insectivore,6.98315979
2007,2,11,A,KF11A,Ecosystem composition,intro_insectivore,5.5387586
2007,2,11,B,KF11B,Ecosystem composition,intro_insectivore,26.34503427
2007,2,11,C,KF11C,Ecosystem composition,intro_insectivore,9.314294
2007,2,2,A,KF2A,Ecosystem composition,intro_insectivore,8.98457152
2007,2,2,B,KF2B,Ecosystem composition,intro_insectivore,2.2937433
2007,2,2,C,KF2C,Ecosystem composition,intro_insectivore,2.5603001
2007,2,3,A,KF3A,Ecosystem composition,intro_insectivore,7.10549838
2007,2,3,B,KF3B,Ecosystem composition,intro_insectivore,3.8006198
2007,2,3,C,KF3C,Ecosystem composition,intro_insectivore,8.5305461
2007,2,4,A,KF4A,Ecosystem composition,intro_insectivore,6.8568888
2007,2,4,B,KF4B,Ecosystem composition,intro_insectivore,14.74224354
2007,2,4,C,KF4C,Ecosystem composition,intro_insectivore,6.3552159
2007,2,5,A,KF5A,Ecosystem composition,intro_insectivore,12.038876
2007,2,5,B,KF5B,Ecosystem composition,intro_insectivore,23.8702747
2007,2,5,C,KF5C,Ecosystem composition,intro_insectivore,9.6587009
2007,2,6,A,KF6A,Ecosystem composition,intro_insectivore,5.48398252
2007,2,6,B,KF6B,Ecosystem composition,intro_insectivore,20.0738026
2007,2,6,C,KF6C,Ecosystem composition,intro_insectivore,6.3009255
2007,2,7,A,KF7A,Ecosystem composition,intro_insectivore,14.135027
2007,2,7,B,KF7B,Ecosystem composition,intro_insectivore,13.03287694
2007,2,7,C,KF7C,Ecosystem composition,intro_insectivore,9.5366818
2007,2,8,A,KF8A,Ecosystem composition,intro_insectivore,14.158394
2007,2,8,B,KF8B,Ecosystem composition,intro_insectivore,17.29739849
2007,2,8,C,KF8C,Ecosystem composition,intro_insectivore,6.5149464
2007,2,9,A,KF9A,Ecosystem composition,intro_insectivore,9.465081
2007,2,9,B,KF9B,Ecosystem composition,intro_insectivore,22.9504343
2007,2,9,C,KF9C,Ecosystem composition,intro_insectivore,6.45607327
2010,5,10,A,KF10A,Ecosystem composition,intro_insectivore,20.0914611
2010,5,10,B,KF10B,Ecosystem composition,intro_insectivore,11.7940849
2010,5,10,C,KF10C,Ecosystem composition,intro_insectivore,10.4168203
2010,5,11,A,KF11A,Ecosystem composition,intro_insectivore,15.7066887
2010,5,11,B,KF11B,Ecosystem composition,intro_insectivore,6.9051608
2010,5,11,C,KF11C,Ecosystem composition,intro_insectivore,4.9343185
2010,5,2,A,KF2A,Ecosystem composition,intro_insectivore,19.306469
2010,5,2,B,KF2B,Ecosystem composition,intro_insectivore,11.739838
2010,5,2,C,KF2C,Ecosystem composition,intro_insectivore,4.4223005
2010,5,3,A,KF3A,Ecosystem composition,intro_insectivore,38.688601
2010,5,3,B,KF3B,Ecosystem composition,intro_insectivore,8.11515782
2010,5,3,C,KF3C,Ecosystem composition,intro_insectivore,19.5247112
2010,5,4,A,KF4A,Ecosystem composition,intro_insectivore,50.8921632
2010,5,4,B,KF4B,Ecosystem composition,intro_insectivore,13.4025223
2010,5,4,C,KF4C,Ecosystem composition,intro_insectivore,10.9986284
2010,5,5,A,KF5A,Ecosystem composition,intro_insectivore,27.1767654
2010,5,5,B,KF5B,Ecosystem composition,intro_insectivore,11.5201463
2010,5,5,C,KF5C,Ecosystem composition,intro_insectivore,5.6048891
2010,5,6,A,KF6A,Ecosystem composition,intro_insectivore,10.61173658
2010,5,6,B,KF6B,Ecosystem composition,intro_insectivore,6.57878068
2010,5,6,C,KF6C,Ecosystem composition,intro_insectivore,4.5223263
2010,5,7,A,KF7A,Ecosystem composition,intro_insectivore,19.87075245
2010,5,7,B,KF7B,Ecosystem composition,intro_insectivore,10.746496
2010,5,7,C,KF7C,Ecosystem composition,intro_insectivore,7.9072256
2010,5,8,A,KF8A,Ecosystem composition,intro_insectivore,32.9450254
2010,5,8,B,KF8B,Ecosystem composition,intro_insectivore,9.0960695
2010,5,8,C,KF8C,Ecosystem composition,intro_insectivore,7.9377954
2010,5,9,A,KF9A,Ecosystem composition,intro_insectivore,23.14607512
2010,5,9,B,KF9B,Ecosystem composition,intro_insectivore,5.248827
2010,5,9,C,KF9C,Ecosystem composition,intro_insectivore,4.6767625
2005,0,10,A,KF10A,Ecosystem composition,intro_granivorous,17.0321239
2005,0,10,B,KF10B,Ecosystem composition,intro_granivorous,2.0766368
2005,0,10,C,KF10C,Ecosystem composition,intro_granivorous,19.886808
2005,0,11,A,KF11A,Ecosystem composition,intro_granivorous,19.05306208
2005,0,11,B,KF11B,Ecosystem composition,intro_granivorous,3.68306531
2005,0,11,C,KF11C,Ecosystem composition,intro_granivorous,5.9225567
2005,0,2,A,KF2A,Ecosystem composition,intro_granivorous,3.2275527
2005,0,2,B,KF2B,Ecosystem composition,intro_granivorous,8.956525
2005,0,2,C,KF2C,Ecosystem composition,intro_granivorous,12.027389
2005,0,3,A,KF3A,Ecosystem composition,intro_granivorous,8.3014366
2005,0,3,B,KF3B,Ecosystem composition,intro_granivorous,11.3006404
2005,0,3,C,KF3C,Ecosystem composition,intro_granivorous,20.4719124
2005,0,4,A,KF4A,Ecosystem composition,intro_granivorous,7.5542906
2005,0,4,B,KF4B,Ecosystem composition,intro_granivorous,5.9138551
2005,0,4,C,KF4C,Ecosystem composition,intro_granivorous,5.9190454
2005,0,5,A,KF5A,Ecosystem composition,intro_granivorous,6.12474052
2005,0,5,B,KF5B,Ecosystem composition,intro_granivorous,3.7536859
2005,0,5,C,KF5C,Ecosystem composition,intro_granivorous,14.6897784
2005,0,6,A,KF6A,Ecosystem composition,intro_granivorous,4.4343118
2005,0,6,B,KF6B,Ecosystem composition,intro_granivorous,5.8217334
2005,0,6,C,KF6C,Ecosystem composition,intro_granivorous,2.5237604
2005,0,7,A,KF7A,Ecosystem composition,intro_granivorous,9.4506648
2005,0,7,B,KF7B,Ecosystem composition,intro_granivorous,18.5807398
2005,0,7,C,KF7C,Ecosystem composition,intro_granivorous,5.7335464
2005,0,8,A,KF8A,Ecosystem composition,intro_granivorous,5.1732288
2005,0,8,B,KF8B,Ecosystem composition,intro_granivorous,6.148533
2005,0,8,C,KF8C,Ecosystem composition,intro_granivorous,2.8181783
2005,0,9,A,KF9A,Ecosystem composition,intro_granivorous,6.4279981
2005,0,9,B,KF9B,Ecosystem composition,intro_granivorous,3.7906217
2005,0,9,C,KF9C,Ecosystem composition,intro_granivorous,12.0526288
2007,2,10,A,KF10A,Ecosystem composition,intro_granivorous,3.072017
2007,2,10,B,KF10B,Ecosystem composition,intro_granivorous,27.029218
2007,2,10,C,KF10C,Ecosystem composition,intro_granivorous,10.58764
2007,2,11,A,KF11A,Ecosystem composition,intro_granivorous,2.7123058
2007,2,11,B,KF11B,Ecosystem composition,intro_granivorous,31.4174207
2007,2,11,C,KF11C,Ecosystem composition,intro_granivorous,7.043083
2007,2,2,A,KF2A,Ecosystem composition,intro_granivorous,18.3945107
2007,2,2,B,KF2B,Ecosystem composition,intro_granivorous,5.1533324
2007,2,2,C,KF2C,Ecosystem composition,intro_granivorous,4.4635435
2007,2,3,A,KF3A,Ecosystem composition,intro_granivorous,17.46398928
2007,2,3,B,KF3B,Ecosystem composition,intro_granivorous,4.582478
2007,2,3,C,KF3C,Ecosystem composition,intro_granivorous,5.37618242
2007,2,4,A,KF4A,Ecosystem composition,intro_granivorous,8.078736
2007,2,4,B,KF4B,Ecosystem composition,intro_granivorous,6.4715795
2007,2,4,C,KF4C,Ecosystem composition,intro_granivorous,3.1545829
2007,2,5,A,KF5A,Ecosystem composition,intro_granivorous,8.6911297
2007,2,5,B,KF5B,Ecosystem composition,intro_granivorous,5.0125161
2007,2,5,C,KF5C,Ecosystem composition,intro_granivorous,8.26089799
2007,2,6,A,KF6A,Ecosystem composition,intro_granivorous,1.2618158
2007,2,6,B,KF6B,Ecosystem composition,intro_granivorous,3.3077118
2007,2,6,C,KF6C,Ecosystem composition,intro_granivorous,4.7261988
2007,2,7,A,KF7A,Ecosystem composition,intro_granivorous,3.1132555
2007,2,7,B,KF7B,Ecosystem composition,intro_granivorous,4.3830238
2007,2,7,C,KF7C,Ecosystem composition,intro_granivorous,5.2498591
2007,2,8,A,KF8A,Ecosystem composition,intro_granivorous,15.021586
2007,2,8,B,KF8B,Ecosystem composition,intro_granivorous,3.6700231
2007,2,8,C,KF8C,Ecosystem composition,intro_granivorous,3.6438155
2007,2,9,A,KF9A,Ecosystem composition,intro_granivorous,7.62210041
2007,2,9,B,KF9B,Ecosystem composition,intro_granivorous,10.50536926
2007,2,9,C,KF9C,Ecosystem composition,intro_granivorous,3.645061
2010,5,10,A,KF10A,Ecosystem composition,intro_granivorous,15.1843094
2010,5,10,B,KF10B,Ecosystem composition,intro_granivorous,9.6853611
2010,5,10,C,KF10C,Ecosystem composition,intro_granivorous,26.5539813
2010,5,11,A,KF11A,Ecosystem composition,intro_granivorous,10.0184745
2010,5,11,B,KF11B,Ecosystem composition,intro_granivorous,2.9645977
2010,5,11,C,KF11C,Ecosystem composition,intro_granivorous,2.96354594
2010,5,2,A,KF2A,Ecosystem composition,intro_granivorous,4.19958578
2010,5,2,B,KF2B,Ecosystem composition,intro_granivorous,5.3214537
2010,5,2,C,KF2C,Ecosystem composition,intro_granivorous,2.7992117
2010,5,3,A,KF3A,Ecosystem composition,intro_granivorous,5.3290674
2010,5,3,B,KF3B,Ecosystem composition,intro_granivorous,6.7014082
2010,5,3,C,KF3C,Ecosystem composition,intro_granivorous,6.5421763
2010,5,4,A,KF4A,Ecosystem composition,intro_granivorous,8.133071
2010,5,4,B,KF4B,Ecosystem composition,intro_granivorous,6.793638
2010,5,4,C,KF4C,Ecosystem composition,intro_granivorous,5.8914698
2010,5,5,A,KF5A,Ecosystem composition,intro_granivorous,9.1246382
2010,5,5,B,KF5B,Ecosystem composition,intro_granivorous,15.8940671
2010,5,5,C,KF5C,Ecosystem composition,intro_granivorous,2.729183
2010,5,6,A,KF6A,Ecosystem composition,intro_granivorous,5.943206
2010,5,6,B,KF6B,Ecosystem composition,intro_granivorous,5.25767592
2010,5,6,C,KF6C,Ecosystem composition,intro_granivorous,6.863617
2010,5,7,A,KF7A,Ecosystem composition,intro_granivorous,9.5466096
2010,5,7,B,KF7B,Ecosystem composition,intro_granivorous,15.7590079
2010,5,7,C,KF7C,Ecosystem composition,intro_granivorous,6.1663533
2010,5,8,A,KF8A,Ecosystem composition,intro_granivorous,8.188416
2010,5,8,B,KF8B,Ecosystem composition,intro_granivorous,5.137035
2010,5,8,C,KF8C,Ecosystem composition,intro_granivorous,6.5373901
2010,5,9,A,KF9A,Ecosystem composition,intro_granivorous,6.4499857
2010,5,9,B,KF9B,Ecosystem composition,intro_granivorous,7.70235
2010,5,9,C,KF9C,Ecosystem composition,intro_granivorous,5.7889588
